Result,Word,Lemma,Analysis,Context
A,دابەزینی,دابەزین,«دا»{AdvType=Preverb}«بەزی»[NOUN]«ن»{Masdar}{Source=Intr}«ی»{Clitic=Izafe},حدک: فشار و بەرگریی کۆماری ئیسلامی لە مانگرتن بە مانای دابەزینی ورەی خەڵک نییە
A,دابەشکردنی,دابەشکردن,«دابەش»«کرد»[NOUN]«ن»{Masdar}{Compound}«ی»{Clitic=Izafe},دواین زانیاریی لەسەر خشتەی دابەشکردنی مووچەی فەرمانبەران
A,دابوو,دان,«دا»[VERB]{Subcat=Tran}«بوو»{Tense=Past}{Aspect=Perf}{Mood=Ind}«Ø»{Person[abs]=3}{Number[abs]=Sing},لە ڕێگای مەهاباد لایان دابوو و ڕێگەیان لێ گیرابوو؛
A,دادگای,دادگا,«دادگا»[NOUN]«ی»{Clitic=Izafe},لە بەردەم دادگای کەرکوک تاوانبارێک دەکوژرێت
A,دارایی,دارایی,«دارایی»[ADJ]{Gradable=No},10 ملیۆن دیناریش سزای دارایی بەسەردا سەپێنرا
A,داعش,داعش,«داعش»[PROPN]{NE=Organ},پێویستە لە ڕووی فیکریشەوە کار بۆ بەرەنگاربوونەوەی داعش بکرێت
A,دانراوە,دانان,«دا»{AdvType=Preverb}«نر»[VERB]«ا»{Subcat=Intr}{Voice=Pass}«وو»{Tense=Pres}{Aspect=Perf}{Mood=Ind}«ە»{Person[subj]=3}{Number[subj]=Sing},دانراوە لە بەرواری 04 ی تەمموزی 2014.
A,دانیشتوانی,دانیشتووان,«دانیشتووان»{NS}[NOUN]«ی»{Clitic=Izafe},لەبیرکردنی دانیشتوانی کرماشان و ئیلام، لە ئێعتباری کۆنگرەی نەتەوەیی کەم ناکاتەوە؟
A,داهاتوو,داهاتوو,«داهاتوو»[NOUN],هەفتەی داهاتوو مالکی سەردانی ڕوسیا دەکات
A,داهاتووی,داهاتوو,«داهاتوو»[NOUN]«ی»{Person=3}{Number=Sing},سیڤلیا قۆناغی داهاتووی مسوەگەر کرد
A,داوا,داوا,«داوا»[NOUN],داوا دەکرێت ئەو مەلایەی کچە 15 ساڵیەکەی مارە کردووە بدرێتە دادگا
A,داوای,داوا,«داوا»[NOUN]«ی»{Clitic=Izafe},کە نەیتوانیبوو لەگەڵ ژنی خاوەن ماڵەکەیان پێک بێت کە داوای کرێماڵەکەی دەکرد.
A,داوود,داود,«داود»{NS}[PROPN]{NE=Person},وەزیری دەرەوە ئەحمەد داوودئۆغلو
A,دایکم,دایک,«دایک»[NOUN]«م»{Person[psor]=1}{Number[psor]=Sing},تا دایکم لە ئیش و کارەکانی ناو ماڵێ دەبوەوە
A,درۆی,درۆ,«درۆ»[NOUN]«ی»{Clitic=Izafe},عەدنان عوسمان ژنی دووەمی مارە کرد! درۆی نیسان تازەکراوەتەوە
A,درێژتر,درێژ,«درێژ»[ADJ]«تر»{Degree=Cmp},تفەنگەکەی وەها گرتبوو ئەتکوت دەستی خۆیەتی و درێژتر بۆتەوە.
A,درێسی,درێس,«درێس»[NOUN]«ی»{Clitic=Izafe},جۆنینیۆ؛ ئەم یاریزانانە شایستە نین درێسی بەرازیل بپۆشن
A,دزیکردن,دزیکردن,«دزی»«کرد»[NOUN]«ن»{Masdar}{Compound},مۆدێلی نوێی دزیکردن لە شار
A,دژبەران,دژبەر,«دژبەر»[ADJ]«ان»{Number=Plur},هەواڵدەریی دەوڵەتیی سووریا: دژبەران سێ بیری نەوتیان ئاگر داوە
A,دژی,دژ,«دژ»[ADJ]«ی»{Clitic=Izafe},دژی بەهێزبوونی دەسەڵاتەکانی ئێرانن.
A,دڵ,دڵ,«دڵ»[NOUN],لە هەواڵی کۆچی تۆدا دڵ زۆر گریا
A,دڵخۆشم,دڵخۆش,«دڵخۆش»[ADJ]«م»{Copula}{Person=1}{Number=Sing},ئەو یاریزانە گوتی ئێستا لە میلان زۆر دڵخۆشم و هەردەم خەونم بەوەوە دەبینی درێسی ئەو یانەیە لەبەر بکەم
A,دڵگری,دڵگرتن,«دڵ»«گر»[ADJ]{Agent}{Compound}«ی»{Clitic=Izafe},لە دەلاقەی ئەم شێعرەوە سەردەکەین بە سروشتی گەرم و دڵگری «ئاوێنەیەک نیگا» دا
A,دڵمان,دڵ,«دڵ»[NOUN]«مان»{Person[psor]=1}{Number[psor]=Plur},گورگ و چەقەڵ جەرگ و دڵمان هەڵدەدڕن
A,دهۆک,دهۆک,«دهۆک»[PROPN]{NE=Location},هەڵبژاردەی فووتساڵی کچانی دهۆک گەیشتە یاریی کۆتایی
A,دە,دە,«دە»[NUM]{NumType=Card},بەر لە دە ساڵ لەو موزایەدەی ئاشکرا لە حکومەتی کڕیوە و ئێستا هەڕەشەی لێ دەکرێت
A,دەبەستێت,بەستن,«دە»{Tense=Pres}{Mood=Ind}«بەست»[VERB]{Subcat=Tran}«ێت»{Person[subj]=3}{Number[subj]=Sing},تیتۆ فیلانۆفا وەرزی داهاتوو پشت بە ڤیا دەبەستێت.!
A,دەبیت,بوون,«دە»{Tense=Pres}{Mood=Ind}«ب»[VERB]{Subcat=Intr}«یت»{Person=2}{Number=Sing},چەترێک بەرە، تەڕ دەبیت!
A,دەبینین,بینین,«دە»{Tense=Pres}{Mood=Ind}«بین»[VERB]{Subcat=Tran}«ین»{Person[subj]=1}{Number[subj]=Plur},بۆیە دەبینین کێشە و گرفتی کۆمەڵایەتی و ڕووداوی مەترسیدار و دڵتەزێنی لێ دەکەوێتەوە
A,دەبێت,بوون,«دە»{Tense=Pres}{Mood=Ind}«ب»[VERB]{Subcat=Intr}«ێت»{Person=3}{Number=Sing},ئەمەریکا دەبێت ڕاستەوخۆ چەک بۆ پێشمەرگە بنێرێت
A,دەتگوت,گوتن,«دە»«ت»{Person[erg]=2}{Number[erg]=Sing}«گوت»[VERB]{Subcat=Tran}{Tense=Past}{Aspect=Imp}{Mood=Ind}«Ø»{Person[abs]=3}{Number[abs]=Sing},ئەوێ کە دەتگوت ئاجوودانە تایبەتەکانە لەبەر دەرگای ماڵەکە ڕاوەستابوو
A,دەتوانێت,توانین,«دە»{Tense=Pres}{Mood=Ind}«توان»[VERB]{Subcat=Tran}«ێت»{Person[subj]=3}{Number[subj]=Sing},ئێستا بۆی ڕوون بووبۆوە کە تەنیا بە یارمەتیی ئەو بیروباوەڕانە دەتوانێت بژی کە بنەمای پەروەردەکردنەکەی بووە.
A,دەچێتە,چوون,«دە»{Tense=Pres}{Mood=Ind}«چ»[VERB]{Subcat=Intr}«ێت»{Person=3}{Number=Sing}«ە»{Clitic=E}{AdpType=Post},ئاخیر دەچێتە عەقڵی چ کەسێک بە ڕۆژی ڕوناک بە ئاشکرا و بە بەرچاوی هێزە ئەمنییەکان مرۆڤێک بە زۆر بڕفێندرێت
A,دەحەسێتەوە,حەسان,«دە»{Tense=Pres}{Mood=Ind}«حەسێ»[VERB]{Subcat=Intr}«ێت»{Person=3}{Number=Sing}«ەوە»{Clitic=Ewe}{AdvType=Postverb},تاکو دڵ لە ژێر باری ئەو تاوێرەدا دەحەسێتەوە ئەوە منم لە ئاسۆکاندا هاوار دەکەم
A,دەخوێنمەوە,خوێندن,«دە»{Tense=Pres}{Mood=Ind}«خوێن»[VERB]{Subcat=Tran}«م»{Person[subj]=1}{Number[subj]=Sing}«ەوە»{Clitic=Ewe}{AdvType=Postverb},ماوەیەکە هەندێک وتار دەخوێنمەوە 
A,دەدات,دان,«دە»{Tense=Pres}{Mood=Ind}«دە»[VERB]{Subcat=Tran}«ێت»{Person[subj]=3}{Number[subj]=Sing},دەوڵەتی ئیسلامی «زیان لە ئیسلام دەدات»
A,دەدرێتەوە,دان,«دە»{Tense=Pres}{Mood=Ind}«در»[VERB]«ێ»{Subcat=Intr}{Voice=Pass}«ێت»{Person=3}{Number=Sing}«ەوە»{Clitic=Ewe}{AdvType=Postverb},گرتووخانەی کۆپەر دەدرێتەوە عێراق
A,دەدەن,دان,«دە»{Tense=Pres}{Mood=Ind}«دە»[VERB]{Subcat=Tran}«ن»{Person[subj]=3}{Number[subj]=Plur},گروپە چەتەکانی داعش ڕۆژانە چالاکی خۆکوژی و تەقینەوەی مەزن لە شارە جیاوازەکانی ئێراق ئەنجام دەدەن.
A,دەرفەتە,دەرفەت,«دەرفەت»[NOUN]«ە»{Clitic=DiscontinuousDem},ڕژێمی ئێران بتوانێ لەو دەرفەتە بە مەبەستی گۆڕینی نەخشەی سیاسی ڕۆژهەڵاتی ناوەڕاست بە شێوەی دڵخوازی خۆی کەڵک وەربگرێت.
A,دەرفەتی,دەرفەت,«دەرفەت»[NOUN]«ی»{Person=3}{Number=Sing},بە هیوایە لە داهاتوودا دەرفەتی بۆ بڕەخسێت
A,دەرکران,دەرکردن,«دەر»{AdvType=Preverb}«کر»[NOUN]«ا»«ن»{Masdar}{Source=Pass},هەڕەشەی دەرکران لە زانکۆیان لێ کرا
A,دەرمان,دەرمان,«دەرمان»[NOUN],چین 8 تۆن دەرمان و کەلوپەلی گەیاندە کوردستان
A,دەرەوە,دەرەوە,«دەرەوە»[NOUN],پەرتووکی سەوز بۆ دەرەوە
A,دەروونی,دەروونی,«دەروونی»[ADJ],کاریگەری سەلبیشی دەبێت بۆ سەر باری جەستەیی و دەروونی و پەیوەندی کۆمەڵایەتی و ئابوریش
A,دەزانی,زانین,«دە»«زانی»[VERB]{Subcat=Tran}{Tense=Past}{Aspect=Imp}{Mood=Ind}«یت»{Person[abs]=2}{Number[abs]=Sing}{NS},دەزانی چی
A,دەستپاکیی,دەستپاکی,«دەستپاکی»[NOUN]«ی»{Clitic=Izafe},دەستپاکیی پیاوێک
A,دەستڕۆیشتووەکانی,دەستڕۆیشتن,«دەست»«ڕۆیشت»[ADJ]{PP}{Compound}«ەکە»{Definite=Def}«ان»{Number=Plur}«ی»{Clitic=Izafe},بە هاوکاری لەگەڵ بەڕێزە دەستڕۆیشتووەکانی دیکەی گۆڕەپانی سیاسی هەرێمی کوردستاندا
A,دەستنیشانکردنی,دەستنیشانکردن,«دەستنیشان»«کرد»[NOUN]«ن»{Masdar}{Compound}«ی»{Clitic=Izafe},ئەندامێکی حەدبا: مەترسیمان هەیە لە دەستنیشانکردنی نەتەوە لەناو فۆرمی سەرژمێریدا
A,دەستەخوشکی,دەستەخوشک,«دەستەخوشک»[NOUN]«ی»{Clitic=Izafe},بۆ دەستەخوشکی تازە مارەبڕاو
A,دەستووری,دەستوور,«دەستوور»[NOUN]«ی»{Clitic=Izafe},لە پاش پەسەندکردنی دەستووری عێراق و ساغبوونەوەی حوکمڕانی بۆ شیعەکان
A,دەستی,دەست,«دەست»[NOUN]«ی»{Clitic=Izafe},دانیشتنی پەرلەمانی کوردستان بەشێوەیەکی کردەیی دەستی پێکرد
A,دەسەڵاتەکانی,دەسەڵات,«دەسەڵات»[NOUN]«ەکە»{Definite=Def}«ان»{Number=Plur}«ی»{Clitic=Izafe},بەڵکوو ئەتوانرێت لە توانا و چەوسانەوەی و پەرەسەندنی دەسەڵاتەکانی کەمبکرێتەوە
A,دەفڕی,فڕین,«دە»«فڕی»[VERB]{Subcat=Intr}{Tense=Past}{Aspect=Imp}{Mood=Ind}«Ø»{Person[subj]=3}{Number[subj]=Sing},فڕۆکەیەکی جەنگی کە بە مەودایەکی زۆر نزم بەسەر ئاسمانی مەریواندا دەفڕی
A,دەقیژێنم,قیژاندن,«دە»{Tense=Pres}{Mood=Ind}«قیژ»[VERB]«ێن»{Subcat=Intr}{Source=Onomatopoeia}«م»{Person[subj]=1}{Number[subj]=Sing},لە نێو جێگاکەمدا خۆم دەتلێنمەوە و دەقیژێنم: «دز. دز.»
A,دەکات,کردن,«دە»{Tense=Pres}{Mood=Ind}«کە»[VERB]{Subcat=Tran}«ێت»{Person[subj]=3}{Number[subj]=Sing},واشنتن داوا لە تاران دەکات ڕێز لە مافەکانی مرۆڤ بگرێت
A,دەکەنەوە,کردن,«دە»{Tense=Pres}{Mood=Ind}«کە»[VERB]{Subcat=Tran}«ن»{Person[subj]=3}{Number[subj]=Plur}«ەوە»{Clitic=Ewe}{AdvType=Postverb},هێزەکانی حکومەتی سوریا ڕێگای سەرەکی دیمەشق بۆ حەلەب دەکەنەوە
A,دەگاتە,گەیشتن,«دە»{Tense=Pres}{Mood=Ind}«گە»[VERB]{Subcat=Intr}«ێت»{Person=3}{Number=Sing}«ە»{Clitic=E}{AdpType=Post},مەحمود ئەحمەدینەژاد دەگاتە عێراق
A,دەگەڕێنێتەوە,گەڕان,«دە»{Tense=Pres}{Mood=Ind}«گەڕ»[VERB]«ێن»{Subcat=Tran}{Voice=Cau}«ێت»{Person[subj]=3}{Number[subj]=Sing}«ەوە»{Clitic=Ewe}{AdvType=Postverb},هۆکاری داکشانی ئەو دیاردەیە بۆ پێکهاتنی ئاڵوگۆڕ لە ژیانی کۆمەڵایەتی، پێکهاتەی حەشیمەتی و شێوازی ژیان لە شارە گەورەکان دەگەڕێنێتەوە
A,دەڵێت,گوتن,«دە»{Tense=Pres}{Mood=Ind}«ڵێ»[VERB]{Subcat=Tran}«ێت»{Person[subj]=3}{Number[subj]=Sing},کۆمەڵەی چاودێری مافەکانی مرۆڤی سوریا دەڵێت ئەو شەڕەی بۆ ماوەی هەفتەیەکە لە باکوری سوریا هەڵگیرساوە
A,دەنگ,دەنگ,«دەنگ»[NOUN],بەبێ کورد دەنگ بە یاسای هەڵبژاردن نادەین
A,دەنگەکان,دەنگ,«دەنگ»[NOUN]«ەکە»{Definite=Def}«ان»{Number=Plur},کۆمیسیۆن پێشبینی دەکات، ئەژمارکردنەوەی دەنگەکان کاریگەریی نەبێت لەسەر ئەنجام
A,دەنگی,دەنگ,«دەنگ»[NOUN]«ی»{Clitic=Izafe},لە دەنگی ستۆدیۆی مەڵتیمیدیا
A,دەوڵەتدا,دەوڵەت,«دەوڵەت»[NOUN]«دا»{Clitic=Da}{AdpType=Circ},بە بەردەوامی لە دەوڵەتدا پۆستی جۆراوجۆریان بووە.
A,دەوەستێت,وەستان,«دە»{Tense=Pres}{Mood=Ind}«وەست»[VERB]{Subcat=Intr}«ێت»{Person=3}{Number=Sing},بەدڵنیایییەوە ئەوەی باوەڕیشی پێ ناکات لەسەری دەوەستێت و لێی دەسڵەمێتەوە
A,دەوێت,ویستن,«دە»{Tense=Pres}{Mood=Ind}[VERB]{Subcat=Tran}{VerbForm=Fin}«ەوێ»«ێت»{Person[obj]=3}{Number[obj]=Sing},دروشمەکان کردەوەیان دەوێت
A,دەیان,دە,«دە»[NUM]{NumType=Card}«ان»{Number=Plur},مانگانە دەیان ملیۆن دۆلاری داهاتیەتی بە سەرەکیترین کەناڵی بازرگانی نێوان تورکیا و هەرێمی کوردستان دادەنرێت.
A,دەیانویست,ویستن,«دە»«یان»{Person[erg]=3}{Number[erg]=Plur}«ویست»[VERB]{Subcat=Tran}{Tense=Past}{Aspect=Imp}{Mood=Ind}«Ø»{Person[abs]=3}{Number[abs]=Sing},چەند ڕۆژ لەمەوبەر دەیانویست ئەسپێک لەو بەری چۆمەکە بکڕن
A,دەیدەنێ,دان,«دە»{Tense=Pres}{Mood=Ind}«ی»{Person[dat]=3}{Number[dat]=Sing}[VERB]{Subcat=Tran}«دە»«ن»{Person[subj]=3}{Number[subj]=Plur}«ێ»{Clitic=Ê}{AdpType=Post},ئێستا کەس شەڕی وەزارەتی دارایی ناکات و هەر حیزبێک بیەوێت دەیدەنێ
A,دوابەدوای,دوابەدوای,«دوابەدوای»[ADP],دوابەدوای کۆبوونەوەکە ئامادەبووان بە پرسیار و تێبینییەکان کۆبوونەوەکەیان دەوڵەمەندتر کرد
A,دواکەوتووەکانن,دواکەوتن,«دوا»«کەوت»[ADJ]{PP}{Compound}«ەکە»{Definite=Def}«ان»{Number=Plur}«ن»{Copula}{Person=3}{Number=Plur},زیندووکردنەوەی خێل و دابونەریتە دواکەوتوەکانن
A,دوبەی,دوبەی,«دوبەی»[PROPN]{NE=Location},سعودیە و تورکیا و دوبەی لەنێوان ئەو 15 وڵاتەدان کە نیشتیمانی دەوڵەمەندەکانی جیهانن
A,دوو,دوو,«دوو»[NUM]{NumType=Card},کوژران و بریندار بوونی دوو کەس لە ڕەبەت بە تەقەی کەسانێکی نەناسراو
A,دووبەرەکی,دووبەرەکی,«دووبەرەکی»[NOUN],دەیسەلمێنن کە ئەم دوو نەتەوەیە لە پلانی گڵاوی دووبەرەکی و ململانێی ناڕەوا گەورەترن.
A,دووقۆڵییەکانی,دووقۆڵی,«دووقۆڵی»[ADJ]{Gradable=No}«ەکە»{Definite=Def}«ان»{Number=Plur}«ی»{Clitic=Izafe},پێشکەوتنی پەیوەندییە دووقۆڵییەکانی نێوان کۆماری عێراق و کۆماری پورتوگال
A,دووکانانەوە,دووکان,«دووکان»[NOUN]«ان»{Number=Plur}«ەوە»{Clitic=Ewe}{AdpType=Circ},چاویان بە شووشەی دووکانانەوە دەچەسپێ.
A,دووکاندارە,دووکاندار,«دووکاندار»[NOUN]«ە»{Clitic=Izafe},دووکاندارە کوردەکانی خورماتوو لەبەردەم هەڕەشەدان
A,دووگیانەکان,دووگیان,«دووگیان»[ADJ]«ەکە»{Definite=Def}«ان»{Number=Plur},نەبوونی خوێن، ژنە دووگیانەکان دەخاتە مەترسییەوە
A,دووەمی,دوو,«دوو»[NUM]«ەم»{NumType=Ord}«ی»{Clitic=Izafe},کاتی مەشق و ستافی ڕاهێنەرانی تیپی دووەمی یانەی هەولێر ئاشکرا کرا
A,دوێنێ,دوێنێ,«دوێنێ»[ADV],پێشخزمەتەکەی گوتی: دوێنێ یەکێک لە فەنەرەکانی شکا.
A,دۆزییەوە,دۆزین,«دۆزی»[VERB]{Subcat=Tran}{Tense=Past}{Mood=Ind}«Ø»{Person[abs]=3}{Number[abs]=Sing}«ەوە»{Clitic=Ewe}{AdvType=Postverb},باندیراس کەپڵی خۆی دۆزییەوە؟
A,دیاری,دیاری,«دیاری»[PROPN]{NE=Person},هێرشەکانی گەریلا هیچ پەیوەندییان بە سوریاوە نییە. دیاری موحەممەد
A,دیبلۆماسیش,دیپلۆماسی,«دیپلۆماسی»{NS}[NOUN]«یش»{Clitic=îş},لەسەر ئاستی سیاسی و دیبلۆماسیش پێویستمان بە دیموکراتیزەکردنی دامەزراوەکانی هەرێم هەیە
A,دیپۆرتکراوەکانمان,بوون,«دیپۆرت»«کرا»[ADJ]«وو»{PP}{Compound}«ەکە»{Definite=Def}«ان»{Number=Plur}«مان»{Person=1}{Number=Plur},ماوەی زیاتر لە ساڵێکە ئێمە خواست و داوا ڕەواکانی پەنابەرە دیپۆرتکراوەکانمان لە پرۆژەبڕیارێکی ئامادەکراودا خستۆتە بەردەم سەرۆکی پەرلەمان
A,دیپۆرتی,دیپۆرت,«دیپۆرت»[NOUN]«ی»{Clitic=Izafe},لەنێو ئەو پەنابەرانەدا کە بڕیارە دیپۆرتی وڵاتەکانیان بکەنەوە ژمارەیەکیان کوردی عێراقیین.
